id,affected_id,category,summary,disposition,confidence,status
18d42609-52f0-59b3-b460-8e42510c78de,ef7f55d2-6426-5c6b-a525-29e747da8d0b,experimental_design_definition,,,high,active
19b6190a-3493-57bb-b160-4ea2d511ca71,4c8457ff-0769-59f0-9a0d-040a50fb107c,source_accessibility,B013-SC002: US adults heights,applied_in_terminal_b013_candidate,high,active
1a1dffc4-24b3-584f-b572-27c1319257a4,499597dd-69ae-5d05-9d8a-7d80e7a8c46a,grammar,,,high,active
1a54cf38-b99a-5216-a446-5e39f767a87d,4a67928d-9842-5598-8a98-8360b6b3ab69,prose_grammar,,,high,active
1b3263b5-cea4-5891-a977-834a2aabf240,51f451c9-2225-5065-98f3-cd1cc5d4a119,source_correction,B016-SC005: explicit derivative-scoped source correction,applied_in_terminal_b016_candidate,high,active
1b85cddf-6811-58e5-b22f-5144559c4286,ef7f55d2-6426-5c6b-a525-29e747da8d0b,study_design_scope,,,high,active
1c4409f2-97dd-5aaa-802a-0ecc1688c178,9eaed801-2728-5f8d-b0de-374b6611b66a,terminology_field_usage,,,high,active
209f33c7-9700-55e7-86c7-04ffd4b75dbe,dbda91d1-7c2a-59ea-8049-c1847a4c4218,accessibility_value_count,,,high,active
20f0e44c-5177-5701-ba0d-bab9c77554c6,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
2152bdae-0c1b-53cc-9b1d-140112c098a5,ef7f55d2-6426-5c6b-a525-29e747da8d0b,page_flow,,,high,active
24238ba5-39c9-5dc2-bc05-8042c3a7cfd1,472bec5c-8b39-5aaa-846f-e89ddd224353,translation_label_consistency,,,high,active
254a625a-7cd8-5437-a6dd-0fd2ab3c8ed0,c008ad85-0b9e-5a0c-bd8a-16e3520c8c96,nonadherence_inference,,,high,active
258c800f-8250-55be-8013-aa42ac75d7ff,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
25933c6f-5e91-5566-a232-6ec5c9bbffab,17acf038-9821-5e3d-9ffa-1526fab12218,prose_grammar,,,high,active
271793e3-36cb-58aa-917b-7692d572ff30,15e82d16-af8c-5c5f-900d-1e15be6b7e41,accessibility_term_typo,,,high,active
29c72a53-6a2e-5bce-8a13-cb0e0c13b33d,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
29d2ba0b-fa19-58dd-93f5-b53fa6605622,02f6e6bb-cb13-52fa-bcd9-7183093cea93,scientific_units,,,high,active
2a039acc-4b2e-5ec9-98e0-d9175c119568,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC010: Frederic Gauss,applied_in_terminal_b014_candidate,high,active
2b2fe24c-fbaf-5754-bc6c-24beee56d894,38d29400-2764-5109-a7fd-d245c7e52b17,source_prose,,,high,active
2c0c453c-de68-5640-bd29-881f74453c0d,38d29400-2764-5109-a7fd-d245c7e52b17,print_page_flow,,,high,active
2e7ae2ff-038c-5c76-beb6-749df5fcfd58,bac586bc-5065-5e98-a3ae-8376ff0851ac,source_correction,B015-SC002: explicit derivative-scoped source correction,applied_in_terminal_b015_candidate,high,active
2f73becc-e157-5bdf-9c26-28f8f7f8863c,d031fd92-364c-5922-9977-7d4f68b6f109,translation_spelling,,,high,active
3025c792-7852-5e5c-b512-b58bd32985ed,4ad79ac2-b6ea-5eb3-86f4-298962d0bb50,layout_reflow_answer_break,,,high,active
309f4b11-383c-5bc5-920e-ee8c16ab53d6,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
3169b13f-e022-524a-924f-85d3b72fb094,5ae02b29-9532-5167-9a0e-abde9ad9048c,formula_symbol_inconsistency,,,high,active
31b634d4-1109-5e35-8e71-f7d86a4bd55d,f5fb316e-6dd4-51e6-9e06-34ebb0d2fab2,grammatical_typo,,,high,active
329a8e91-f482-561b-acdc-f40417b5858f,6242cdaa-0f32-5a58-a516-50bb0ef212b1,grammar,,,high,active
33ab2577-1dc0-5282-8400-c860edd7c91c,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
34740fe8-fec2-52eb-b9f4-960c814020fd,3d21d8f6-cd4d-5b40-ba1a-95940ede3b94,sp500_alt_text_half_as_high,,,high,active
367bddb6-f5af-5643-9675-69824d1503af,06b28e64-c231-50b0-b1f6-648ba4ba5102,localized_layout_adaptation,B014-LA001: \D{\newpage},applied_in_terminal_b014_candidate,high,active
37fcd6d0-24f5-54ca-af33-4ca1e90463b9,b6a67d35-a676-579f-b64c-e42dc65864f7,normal_distribution_present_tense,,,high,active
38ab1e8b-ea0c-5a85-bb6c-e21ff1838adc,9cf167d5-4320-5a32-b56f-605c6e7ff489,prose_and_tex_punctuation,,,high,active
390b4aff-09c1-56dc-a981-d6eddc63e103,76ecd2e2-efd6-5cd9-b054-41be3101723f,translation_directionality,,,high,active
3d6aa43c-508e-5e90-b81a-ff6bb2b064e5,8b9932bf-3164-5e36-a64a-304ae1894c90,grammar,,,high,active
3e44e1ec-69d4-538f-b9ef-cfdf667165f0,b9823605-b359-533a-9cb9-84628fa32225,running_heads,,,high,active
3eedb8f7-818c-57eb-9c7f-8abc7ba97d1b,bac586bc-5065-5e98-a3ae-8376ff0851ac,source_correction,B015-SC005: explicit derivative-scoped source correction,applied_in_terminal_b015_candidate,high,active
3fb941b6-5938-509a-aa79-e1043b9fea7c,874701bb-ab89-5499-9df6-344ae73c9aa3,source_grammar,The source says `Each of the four outcome combination are disjoint`.,applied_in_isolated_b010_candidate,high,active
4197ba27-6a5e-512e-8c19-7dad269a4278,b82173dd-a963-514b-8628-cd6c9d97f633,geographic_name_typo,,,high,active
426af4f4-7cae-5171-936e-67ea55cbadd6,79b67f35-3460-585e-b91d-f1c7f8a7662f,caption_variable_name,,,high,active
42b3df3f-b5d7-57e8-8a1a-1146a69cce7f,f5b3cfaa-84c4-5c35-bb2f-c6fde639a960,tense_consistency,B018-C002: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
4346ec6d-5e36-57ed-b8b1-997dfa3a6f32,79b67f35-3460-585e-b91d-f1c7f8a7662f,translation_presentation_consistency,,,high,active
45a19c91-56c5-5dbb-912f-780da23b8061,9cf167d5-4320-5a32-b56f-605c6e7ff489,index_mapping,,,high,active
4832583b-daab-51d9-b3c2-a7fcc2e9034f,bac586bc-5065-5e98-a3ae-8376ff0851ac,source_correction,B015-SC004: explicit derivative-scoped source correction,applied_in_terminal_b015_candidate,high,active
4b50c4d5-5c83-5435-84ff-ee0c15db45b2,f5fb316e-6dd4-51e6-9e06-34ebb0d2fab2,numeric_consistency,,,high,active
4bf31c3c-2473-5e9d-bdbc-b5101d270cc9,f44791a4-a5eb-5160-afaa-61c221f6293b,grammatical_typo,,,high,active
4d2a4836-2e91-56fc-93e8-dedb8e27a255,a485ca16-e7af-5fc9-a661-2481b3a87b29,source_accessibility,Accessibility text contains the typo The the dot plot.,applied_in_terminal_b012_candidate,high,active
4ee59633-83dd-52ae-9949-f7c77323a226,6e4e8c2c-e78c-58d3-afef-7c55af54eb37,source_grammar,The source phrase `represents a classifier a sample` is malformed.,applied_in_isolated_b010_candidate,high,active
4f3b7e46-2b80-53ad-b797-78b9d5be2704,9e0d4468-5410-57f5-a63f-64d449369bb9,generated_figure_font_portability,,,high,active
4f549c1b-c5aa-5ae5-b649-1ea9983c51db,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
4fef828b-b48e-501b-9f55-ac02dae1eeeb,51f8c9e8-d47d-503f-a0db-38a0564b62f2,grammar,,,high,active
51f94645-2143-5476-89a8-ba39c6811cb4,1c210048-c7e1-5b6a-89b7-d6c081012bf6,grammatical_tense,,,high,active
5300ddf7-69f8-5709-8ad6-f371d80b9b34,b9823605-b359-533a-9cb9-84628fa32225,author_attribution_metadata,,,high,active
56fcf49d-7776-5cc9-a4b3-86b77a310cf6,9cf167d5-4320-5a32-b56f-605c6e7ff489,causal_inference,,,high,active
575cccf4-5bc4-5362-b46b-c13f0db9cc66,b9823605-b359-533a-9cb9-84628fa32225,pdf_metadata_and_language,,,high,active
57c682ac-05b5-5af7-b968-97da0abe9c12,6c1dd36c-f3f2-5b99-b629-a5100d9fbb85,source_correction,B016-SC003: explicit derivative-scoped source correction,applied_in_terminal_b016_candidate,high,active
580a2751-a37e-5346-9cd0-bc2dce3242bb,b6a67d35-a676-579f-b64c-e42dc65864f7,degrees_of_freedom_number_agreement,,,high,active
58333b00-3205-5cf9-b873-cf927b1ac40d,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC008: Answer to part (b) would not change ... could not answer parts (d)-(f),applied_in_terminal_b014_candidate,high,active
58d1d4bb-5bed-51c1-80a3-bd0ab8d6d7d0,187be28f-bd7f-565a-ab42-9a8fc4bf8185,source_correction,B016-SC004: explicit derivative-scoped source correction,applied_in_terminal_b016_candidate,high,active
5ac5a503-2fb0-5771-8783-8d3a6b0ab927,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
5b0fb447-56a3-5336-b5d0-eb4230043731,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC007: it can be assumed that they to follow a normal distribution,applied_in_terminal_b014_candidate,high,active
5c0539c3-f99d-5106-9f7a-01d7a80d17fa,4c8457ff-0769-59f0-9a0d-040a50fb107c,source_accessibility,B013-SC001: The difference in appears will first be discussed,applied_in_terminal_b013_candidate,high,active
5c27de6d-cdb8-58fe-b33b-292802085d58,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
5cfb6ea5-1ac3-5696-8894-33902d3303ef,1c22723c-f2d0-5445-bccd-2c220201d232,producer_text_inconsistency,,,high,active
5e52953d-5c51-5921-81f8-97cd5ffdda60,d2b0d97b-fb59-5cdf-9170-ae1cdeea3398,missing_identifier,,,high,active
6003f070-976c-5e41-af1b-38b2fffd6ed2,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
6559db6a-ab68-5b21-9744-9380fb79e5a8,631bf039-12b7-5f5f-944a-429966c4e45f,independence_condition,,,high,active
6656c8c6-a66c-50ff-b275-ed018b554ac4,e6ac9457-94fd-5c0e-9e5d-64019cffef9a,layout_reflow_section_break,,,high,active
71df5bf4-fac9-5cd2-9428-b87b4a33693b,2789ea8d-6fa1-5e81-8dcc-c7d4bff3c42c,publication_state_semantics,,clarified_in_backend_QA_controls_and_checkpoint; published_package_bytes_unchanged,high,active
73b6c3b6-f5e6-556e-94ec-b3f9f283c7ff,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
73f47817-a29e-5574-9a29-c9371044c61f,4ad79ac2-b6ea-5eb3-86f4-298962d0bb50,public_answer_category_misalignment,,,high,active
7792c8af-f392-53a9-a5ee-901a0358ed1f,c526fa55-62c1-5a35-bb8d-40abfc2fc3d8,public_answer_design_contradiction,,,high,active
792bd28d-77ec-5850-905d-051f2ad78ff5,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
7efc0506-5000-5d1b-8647-9bf8e60fa074,b4622874-ecdd-5924-918f-e2e9255a053b,chi_square_nonnegative_not_positive,,,high,active
80e46e51-acc3-5334-8d7b-0cbe02a72d34,49ca843c-e79c-5858-96ba-34396dd18ae6,component_rights,,,high,active
81470fb8-b008-5073-9278-35aff1fcb141,aa0c130d-cb84-5a06-b650-6dc25cefd73c,answer_generalization,,,high,active
81b6a3db-1c00-5ebc-8b44-ef5eccc809f3,38d29400-2764-5109-a7fd-d245c7e52b17,sampling_definition,,,high,active
845da5b8-c031-5c7f-9314-6c8ba28900a4,ca0df825-ca52-52be-a3e6-0c3090edaa4c,grammar_subject_verb_agreement,B017-C005: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
873e951b-1d0a-50e2-bdd0-dc4a28e2de33,3d21d8f6-cd4d-5b40-ba1a-95940ede3b94,unrounded_expected_counts,,,high,active
87636e43-d788-51e2-9aea-8362fa95bfa0,6836cc12-95af-5484-8839-aa1e016867b6,publication_state_semantics,,clarified_in_backend_QA_controls_and_checkpoint; published_package_bytes_unchanged,high,active
890b1089-827e-517f-952d-002eaa81f1aa,a766f9cd-f941-5953-b2d9-9d5f0b9a8764,localization_accessibility,"The twelve not_picked strings inside the resp macro are reader-visible texttt output, not opaque identifiers.",applied_before_terminal_b011_translation_gate,high,active
8ac4eb09-f136-550c-a3f5-b6e8385325ab,f03bc0fc-6c96-5db2-8d50-46b2ac141f2b,accessibility_semantics,"The 0.0689 leaf is Midterm=A and Final=Other, but the source alt text describes other-and-other.",applied_in_isolated_b010_candidate,high,active
8c9b1e3b-4ee8-5c8b-bb7c-45ff4fdb3cb1,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
8d40d947-eeca-570c-a75c-3a6a3b551ec3,c30ed712-53d9-5d5c-9e77-fc405aee5528,accessibility_marker_accuracy,State the first-year exception and identify crosses for women and points for men.,hold_until_corpus_complete_then_deduplicate,high,active
8e35debf-4dd5-5e87-bf3a-4f0eb0b5bed9,dbda91d1-7c2a-59ea-8049-c1847a4c4218,invalid_variable_identifier,,,high,active
9055ae2a-5052-524d-a9cb-91302b9e16e7,c79f2f09-2450-563f-a049-ef63fea47746,fitted_parameter_degrees_of_freedom,,,high,active
91f341a7-8fe7-5748-94b4-eaf2cf745faa,b9823605-b359-533a-9cb9-84628fa32225,generated_labels,,,high,active
920c2b3d-29bf-5a5b-bcec-f14a23576e50,a36d034f-f5c1-5f04-89ac-c4f4a6cd046d,caption_grammar,,,high,active
92b3f75f-d3bd-58bf-bb7e-6a203f7f58ce,c30ed712-53d9-5d5c-9e77-fc405aee5528,accessibility_range_accuracy,Describe 2.0-3.2 and 1970-2000 as axis ranges.,hold_until_corpus_complete_then_deduplicate,high,active
961e9bbd-b87a-539d-8bd7-7bc0767c9459,38d29400-2764-5109-a7fd-d245c7e52b17,source_prose,,,high,active
96aa426f-0689-5d4a-9010-c1176e758806,eac9ad9b-507e-5477-a53b-f8307ee5ad49,terminology_field_usage,,,high,active
97162e28-5bae-5b0b-846a-4afd29d39702,0b1418b0-c578-5b33-b2fd-6b56eb7c175b,,,,high,active
9c7c9691-1d75-5cdb-8585-d25e8240123a,fc1bd953-2912-5d8b-9e76-002dc648bd25,source_provenance_discrepancy,The adjacent research note cites a 7.4% false-positive statement while the producer and reader text use 7%.,applied_in_isolated_b010_candidate,high,active
9c840628-4d7a-5aaf-9109-5dbc1aa8bbce,d8f095f4-b65e-533d-ae7e-f9eeeeb3835a,experimental_design,,,high,active
9ea4d3d8-b96e-5f04-9712-5f8b819a9202,8eb2d76e-01a5-5f6a-944c-4dc01adf6597,public_answer_misalignment,,,high,active
9ee7c680-3daf-500c-862e-1330754356ac,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
9f72ffb8-d0b0-5069-8d0f-b47afc6e09fe,ab39d771-26e7-5872-b2ef-081a53a1644b,binomial_standard_error_square_root,,,high,active
9fd4de0a-e488-5d3a-a671-0f452707e375,cda64c06-7961-5028-afbc-01956ce7d61c,layout_reflow_exercise_break,,,high,active
a0902a70-b856-5d34-bf64-379a29184d90,b9823605-b359-533a-9cb9-84628fa32225,layout_reflow_answer_break,,,high,active
a14eb2bf-4a1f-5e99-8dfb-6525ad6cef57,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
a233da61-b48a-5c30-9d96-466f5b86d90c,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
a5f473f6-7eaf-558e-b795-0f2a6b9b54da,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,"B014-SC011: Q1 = 23.13, Q3 = 26.86, IQR = 26.86 - 23.13 = 3.73",applied_in_terminal_b014_candidate,high,active
a63c4c75-ad22-5303-ac23-503f563b4916,e7980cec-c849-5c30-aac2-a5305b8270d0,typographic_duplication,,,high,active
a804f0d4-d595-5aa8-beb2-010ec78535bc,5a337c31-cd63-530d-9f43-917e5cc22e7a,localization_language,Answer 25(d) used an awkward nominal phrase for removing a chip.,applied_before_terminal_b011_translation_gate,high,active
a81f6e2c-93b4-56e2-b90b-05208231ea89,38d29400-2764-5109-a7fd-d245c7e52b17,component_attribution,,,high,active
aaa77265-1112-55f9-a951-023fdf75d4d5,5418b4f9-77ac-546a-b7e2-5bc1c3fb75ca,component_rights,,,high,active
ab21ae72-3dc6-5829-a67c-2893ca9c7f80,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC004: shaded for horizontal values larger than 1300,applied_in_terminal_b014_candidate,high,active
abaa1f62-35cb-56e7-ab53-1333804c6b19,d6274bc8-d45e-51f1-91e8-38da3bbe4007,answer_bias,,,high,active
ad416add-5b05-5f22-8519-0df8fe110e70,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC005: This area is labeled as 40% (0.40),applied_in_terminal_b014_candidate,high,active
ad75ad41-c1d9-53b4-80bc-5bb17966090d,ca0df825-ca52-52be-a3e6-0c3090edaa4c,grammar_subject_verb_agreement,B017-C002: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
ae0d26be-447f-5c37-a2da-ad5e291d4eab,6c1dd36c-f3f2-5b99-b629-a5100d9fbb85,source_correction,B016-SC001: explicit derivative-scoped source correction,applied_in_terminal_b016_candidate,high,active
aebfa726-cf60-5d94-99cb-1f9284789c13,58d63c22-9830-547d-a469-86fab9cb6f5d,attribution,,,high,active
aff9275f-3d9a-5670-b842-f58f8fdd8b5a,9e0d4468-5410-57f5-a63f-64d449369bb9,generated_figure_allocation,,,high,active
b1edac0d-58f6-569c-a6e2-8af925929f85,d6274bc8-d45e-51f1-91e8-38da3bbe4007,answer_prose,,,high,active
b384d657-c490-51c5-b654-c4301bcfd81d,f03bc0fc-6c96-5db2-8d50-46b2ac141f2b,source_identifier,"The footnote names var{outcome}, but the defined data variable is var{result}.",applied_in_isolated_b010_candidate,high,active
b4529f9f-06fd-58cd-8d0a-ae8979953049,67a193b9-bacc-52c3-ba96-17f706246d41,index_range_imbalance,,,high,active
b4d9cb30-b224-5b6f-ae07-0b77047eba62,38d29400-2764-5109-a7fd-d245c7e52b17,component_rights,,,high,active
b642518e-29bb-5956-9da7-6255124eb478,affe87a9-0bfc-5ab3-9232-48b74cfd45dc,variable_inventory,,,high,active
b75ead67-152e-5c89-9dbe-5e2aa87c10a0,ca0df825-ca52-52be-a3e6-0c3090edaa4c,grammar_number_agreement,B017-C001: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
b7e20304-b379-5b6d-b308-b0fb4b204cb7,b9713b11-3896-5f98-b45d-dbd8d50965d2,,,,high,active
b8fbb49c-1fa0-52b7-98d8-d084de30600f,8b9932bf-3164-5e36-a64a-304ae1894c90,spatial_reference,,,high,active
ba91278d-5d5f-5b3a-a8d7-1efb8edc6a0e,b4cd26a2-3443-5b4d-9a38-f2d9766ae10a,accessibility_grammar,,,high,active
ba9a1557-65a1-5584-83ee-8c2a6f5b7be0,4a0f5bef-95db-5c6c-ae94-097778cff15d,layout_reflow_float_and_exercise_header,,,high,active
bbe31395-03cf-53b4-88ed-c0774b2be94c,61e1c83c-7498-5cd8-adb1-46c84a2c9f48,increasing_identifier_semantic_alias,,,high,active
c019502b-15a3-5bf4-bdaf-a684f021a06d,6951ea72-89ba-55eb-8098-ffbcba49cb5f,corrected_public_answer_values,,,high,active
c0710215-3d5f-58f2-ad07-18e07f191b79,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
c0c83b62-d073-5b03-946b-2bdcf349c676,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC001: grad lifting,applied_in_terminal_b014_candidate,high,active
c208b5ac-52d7-538c-8401-7ad6a8a25f41,8b9932bf-3164-5e36-a64a-304ae1894c90,accessibility_mismatch,,,high,active
c2fd6c01-237b-51ce-9663-3ac44783b2e4,a132efe2-d782-5317-859e-6b0fd4cab424,answer_terminology_mismatch,,,high,active
c3212242-374d-5fa8-8b2e-30e50fb99528,4c8457ff-0769-59f0-9a0d-040a50fb107c,source_accessibility,B013-SC003: fourth bin height 25,applied_in_terminal_b013_candidate,high,active
c324f35f-682e-5e9a-a48c-dded1a0031cb,ca0df825-ca52-52be-a3e6-0c3090edaa4c,grammar_subject_verb_agreement,B017-C004: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
c3720413-ab3d-5ecd-9e2f-6b3bfa4dacd1,17acf038-9821-5e3d-9ffa-1526fab12218,variable_mismatch,,,high,active
c4c81d6e-7fe7-5153-af21-07930b0ec6e0,8033d95c-22e2-52ee-837d-8774ab8803c3,ten_year_sp500_interval,,,high,active
c55eef80-c64e-5a6e-aaf7-08a7f0bdfce2,bac586bc-5065-5e98-a3ae-8376ff0851ac,source_correction,B015-SC001: explicit derivative-scoped source correction,applied_in_terminal_b015_candidate,high,active
c6243fde-2d91-5b85-ac86-874913c8207a,05ed1aa2-8201-50ff-8cb7-893d51314da9,accessibility_grammar,,,high,active
c857903f-b07f-5baa-b13e-88c049ca8f97,d9efb99c-8c75-58b6-be7f-d14996d9f5b0,target_terminology_wording,,,high,active
caf11286-f797-5346-8cab-f2330eb9974d,0d9c327c-fe75-55f7-a4e4-35bec165ffe1,source_cross_reference,"Public answer 13(c) says 0.21 was computed under independence in part (a), but it is computed in part (b-i).",applied_in_isolated_b010_candidate,high,active
cb44d141-4fff-5209-a574-d8d6c8c3b266,472bec5c-8b39-5aaa-846f-e89ddd224353,public_answer_numeric_mismatch,,,high,active
cb5b76ca-aaed-51c2-8b5d-8ae00746a17d,2fed3de7-006a-524a-980b-14587f36dc58,question_data_direction_conflict,,,high,active
cbc79aac-b4f8-53a9-9ce9-829e7c47e95e,e6ac9457-94fd-5c0e-9e5d-64019cffef9a,accessibility_category_mapping,,,high,active
ccdcfce2-d1fd-532b-8f65-ee19dae7ed8d,02e58b9c-5cda-534d-abab-30ab5d6b553e,,,,high,active
d0131d21-abda-57d9-82c8-a7333ba7171e,ca0df825-ca52-52be-a3e6-0c3090edaa4c,grammar_number_agreement,B017-C003: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
d06c6100-6ff4-54e4-8539-d62579716039,631bf039-12b7-5f5f-944a-429966c4e45f,grammar,,,high,active
d0b81f87-f267-5553-9031-14db536bc3ae,49928af2-5b48-5390-8a64-218e71c10a1a,answer_scope,,,high,active
d249bb13-aae8-521c-9b28-e05c291c400b,38d29400-2764-5109-a7fd-d245c7e52b17,caption_punctuation,,,high,active
d492cfbb-f14f-5877-9081-81ab4e32ccbc,089a1c0f-be6b-55c7-889c-45c6aa156692,accessibility_numeric_accuracy,Describe all 12 bins with counts/224 and the verified two-decimal heights.,hold_until_corpus_complete_then_deduplicate,high,active
d5e1dfa7-c96e-58ff-8eb5-4b7d3de0a172,8b9932bf-3164-5e36-a64a-304ae1894c90,punctuation,,,high,active
d8e6ebb5-202c-5b3c-aa4b-26fe966af32a,7fb6fb37-23be-57f3-af92-f7f18dbb1210,accessibility_accuracy,Identify the second panel as Aktor Terbaik / Best Actor.,hold_until_corpus_complete_then_deduplicate,high,active
d9c49c61-5c72-56d4-af35-420d2f80fbd0,60a2cb71-2aa1-5917-9379-f7f55474c01a,prose_grammar,,,high,active
da280165-8428-56f3-bb6e-8275404df5e4,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC003: much narrower and but also much taller,applied_in_terminal_b014_candidate,high,active
dbc2cf88-5ac5-5319-81c0-dc15398bae92,ef7f55d2-6426-5c6b-a525-29e747da8d0b,randomization_scope,,,high,active
dedb607e-4b35-5f88-a92a-a0c83cdecd20,09ee98f6-b664-51bb-b049-8de2a75f380c,grammar_nominal_construction,B017-C007: high-confidence upstream copyedit candidate,recorded_not_applied_to_authority,high,active
dfbd0f8f-d53c-5fdd-ae9c-6ce5ec80424f,a36d034f-f5c1-5f04-89ac-c4f4a6cd046d,semantic_tex_macro,,,high,active
e0a60249-c83e-5140-bfc6-0fcaead40a94,06b28e64-c231-50b0-b1f6-648ba4ba5102,source_correction,B014-SC002: an it is the shape,applied_in_terminal_b014_candidate,high,active
